study_name,table_name,column_name,long_description,unit,control_vocabulary,Confused?,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_p_units,Units for reported extractable phosphorus data,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_p_method,Method used for extractable phosphorsus,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_p_tot,Concentration of total layer phosphorus per gram of soil,mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_p_stock,Stock of phosphorus in bulk soil (coarse fragments excluded),g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fe_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_al_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fe_al_py,Combined mass of Fe and Al extracted from soil with sodium pyrophosphate per gram of soil extracted.,mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_si_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_py_notes,"Notes on sodium pyrophosphate extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fe_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_al_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_si_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_noncrystalline_ox,Total non-crystalline mineral content of soil extracted with ammonium oxalate per gram of soil extracted.,mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ox_notes,"Notes on ammonium oxalate extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fe_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_al_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_si_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_hy_notes,"Notes on hydroxylamine extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fe_dith,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_al_dith,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_si_dith,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_dith_notes,"Notes on dithionite extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_quartz,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_alkali_feldspar,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_plag_feldspar,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_mica_chlorite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_amphibole,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_pyroxine,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_olivine,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_volc_glass,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_kaol_halloy,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_smect_vermic,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_gibbsite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fe_oxides,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_imog_alloph,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ferrihydrite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_calcite_dolomite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_zeolite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation","% or 101/102/102 for ""+/++/+++""",,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bd_samp_fill_extra,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater than 1 cm diameter removed.",g cm-3,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_org_fill_extra,"Percent by weight of organic carbon (i.e., after inorganic carbon has been removed) in a dried soil sample.",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_soc_fill_extra,"The data contributor's calculated soil organic carbon stock value for the site, cluster, profile or layer.",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_14c_fill_extra,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fill_notes_extra,Please describe the rationale behind expert estimated values,,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,site_name,see site tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,pro_name,see profile tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,lyr_name,see layer tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_name,A unique name identifier for fraction. Often this is a concatination of layer_name and the frc_property,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_input,This is either the layer_name or frc_name (of a different fraction) that was used as the input to this fractionation. Specifying the frc_input allows for tracking multistep fractionations,(frc_input),,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_property,"The value of the chemical or physical property that defines the fraction as unique from the others in its scheme,",(frc_property),,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_scheme,"The scheme used to isolate the fraction, e.g., density, size, aggregate, chemical.",(frc_scheme),,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_scheme_units,"The units of measurement of the property that defines a fraction as unique, e.g. for density fractions, ""g cm-3"".",(frc_scheme_units),,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_lower,The upper boundary of the property that defines the fraction measured in units defined by frc_scheme_units,"(e.g., density, diameter, days, etc.)",,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_upper,The lower boundary of the property that defines the fraction measured in units defined by frc_scheme_units,"(e.g., density, diameter, days, etc.)",,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_agent,A specification of fractionation scheme details. Acceptable options depend on what fractionation scheme is selected.,(frc_agent),,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_scheme_conc,"When the fractionation scheme is a chemical extraction, this is the concentration of extractant.",moles / Liter,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_comp,Was fractionation method applied to a composite sample?,Yes or Blank,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_note,Notes on fractionation procedure.,Notes,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_mass_perc,"Percent of total sample mass recovered from fractationation (note: this is for total sample, not just carbon)",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_obs_date_y,Year when measurement was observed or recorded,yyyy,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_obs_date_m,Month when measurement was observed or recorded,mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_obs_date_d,Day when measurement was observed or recorded,dd,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_bet_surface_area,see layer tab for description,m2 g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_perc,Percent of total carbon mass isolated from fractionation.,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_tot,"Percent by weight of total carbon (i.e., inorganic + organic C) in the fraction",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_org,"Percent by weight of organic carbon (i.e., after inorganic carbon has been removed) in the fraction",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_inorg,Percent weight of inorganic carbon in the fraction. This is often calculated by subrating measurements of organic carbon from total carbon.,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_n_tot,Percent by weight of nitrogen (organic and inorganic) in an oven- dried sample (the laboratory analytical concentration).,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_to_n,"Mass ratio of total carbon to total nitrogen, as calculated from the total carbon and total nitrogen concentrations of the bulk layer, fraction, or other sample type.",numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_15n,see layer tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_13c,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_rc_lab,see flux tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_rc_lab_number,see flux tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_rc_year,see flux tab for description,YYYY,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_14c,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_14c_sigma,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_14c_sd,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fraction_modern,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fraction_modern_sigma,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fraction_modern_sd,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_mbc_method,alphanumeric,(mbc_method),,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_raw_mbc,numeric,mgC/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_reported_mbc,numeric,mgC/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fe_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_al_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fe_al_py,Combined mass of Fe and Al extracted from soil with sodium pyrophosphate per gram of soil extracted.,mg/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_si_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_py,"Mass of element (Fe, Al, Si, or C) extracted from soil with sodium pyrophosphate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_py_notes,"Notes on sodium pyrophosphate extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fe_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_al_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_si_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_ox,"Mass of element (Fe, Al, Si, or C) extracted from soil with ammonium oxalate per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_noncrystalline_ox,Total non-crystalline mineral content of soil extracted with ammonium oxalate per gram of soil extracted.,mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_ox_notes,"Notes on ammonium oxalate extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fe_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_al_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_si_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_c_hy,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_hy_notes,"Notes on hydroxylamine extraction including concentration of extractant, solid to solution ration, and sequential or parallel extraction design (if other extractions were also performed).",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fe_dith,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_al_dith,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_si_dith,"Mass of element (Fe, Al, Si, or C) extracted from soil with hydroxylamine reported per gram of soil extracted.",mg g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_quartz,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_alkali_feldspar,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_plag_feldspar,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_mica_chlorite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_amphibole,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_pyroxine,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_olivine,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_volc_glass,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_kaol_halloy,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_smect_vermic,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_gibbsite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_fe_oxides,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_imog_alloph,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_ferrihydrite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,fraction,frc_zeolite,"Quantitative or qualitative mineral abundance. When quantitative measurements are reported, use %. Otherwise, qualitative measurements use the 101/102/103 as equivalent to ""+/++/+++"" notation",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,site_name,see site tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,pro_name,see profile tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,lyr_name,see layer tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,frc_name,"Name of associated fraction, if applicable",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_name,Unique name for sample incubated (use to distinguish between replicates),alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_type,Material incubated,(inc_type),,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_note,Notes pertaining to incubation,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_obs_date_y,Year when measurement was observed or recorded,yyyy,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_obs_date_m,Month when measurement was observed or recorded,mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_obs_date_d,Day when measurement was observed or recorded,dd,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_duration,Duration of incubation in days,days,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_duration_type,Categorical description of incubation duration,(inc_duration_type),,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_anaerobic,"Is incubation anaerobic? Yes if anaerobic, blank defaults to aerobic",,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_analyte,"Is data for CH4 or CO2? ""CH4"" if methane analyzed, leave blank for CO2",(inc_analyte),,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_temp,Temperature at which incubation was conducted prior to observation,deg. C,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_moisture_type,Modification of moisture content of soil prior to the start of incubation period,(inc_moisture_type),,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_moisture,Numerical measurement of moisture content (gravimetric),numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_moisture_units,Units of moisture,(inc_moisture_units),,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_C_respired,"Quantity of C respired during incubation period, expressed as a percentage of initial sample C",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_flux,Flux rate of C during incubation period (mg C/g soil/day),numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_flux_units,Units of flux,(inc_flux_units),,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_13c,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_13c_sd,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_rc_lab,see flux tab for description,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_rc_lab_number,see flux tab for description,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_rc_year,see flux tab for description,YYYY,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_14c,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_14c_sigma,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_14c_sd,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_fraction_modern,see flux tab for description,proportion,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_fraction_modern_sigma,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,incubation,inc_fraction_modern_sd,see flux tab for description,proportion,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
